plant species,plant family,plant genus,additional information,community studied,literature source 1,link 1,literature source 2,link 2,literature source 3,link 3,reference,class,subclass,order,alliance,suballiance,community,continent/region,country,location name,decimal longitude,absolute latitude,decimal latitude,altitude [meters above sea level],year of the  data collection,mean yearly air temperature in degrees Celsius,January - mean monthly temp. [degrees Celsius],February - mean monthly temp. [degrees Celsius],March - mean monthly temp. [degrees Celsius],April - mean monthly temp. [degrees Celsius],May - mean monthly temp. [degrees Celsius],June - mean monthly temp. [degrees Celsius],July - mean monthly temp. [degrees Celsius],August - mean monthly temp. [degrees Celsius],September - mean monthly temp. [degrees Celsius],October - mean monthly temp. [degrees Celsius],November - mean monthly temp. [degrees Celsius],December - mean monthly temp. [degrees Celsius],total yearly  pecipitation in mm,January - total precipitation,February - total precipitation,March - total precipitation,April - total precipitation,May - total precipitation,June - total precipitation,July - total precipitation,August - total precipitation,September - total precipitation,October - total precipitation,November - total precipitation,December - total precipitation,flowering start,flowering end,flowering peak,flowering peak 2 (if occured),flowering lenght,total number of plants per m^2,total number of trees examined,total number of flowers per m^2,total number of inflorescenses per m^2,total number of flowers per m^2 of crown surface,total number of inflorescenses per m^2 of crown surface,total number of flowers per a single tree,total number of flowers per plant,total number of inflorescenses per a single tree,total number of inflorescenses per plant,tree age,mean number of flowering flowers per m^2 per day,peak number of flowering flowers per m^2,flower longevity [days],total nectar in µg per flower,total nectar in µL per flower,nectar in µg/flower/day ,nectar in µL/flower/day ,nectar in µg/inflorescence/day ,sugar concentration % in nectar,total sugar in µg per flower,sugar in µg/flower/day,total sugar in mg per inflorescence,sugar in µg/inflorescence/day,sugar yield in kg/ha per 1 year,sugar yield in g per tree per 1 year,sugar yield in g per 1 m^3 of the tree crown,honey yield in kg/ha per 1 year,honey yield from 1 flower in mg per 1 year,honey yield in g per 1 m^3 of the tree crown,honey yield in kg/tree per 1 year,total pollen yield per 1 year in kg/ha,total pollen yield per 1 year in kg per a single tree,total pollen yield per 1 year in number of grains per a single tree,total pollen in µg/flower,total pollen in µL/flower,total pollen per flower (the number of grains),total pollen in µg/inflorescence,total pollen in µL/inflorescence,total pollen in µg/plant/year,total pollen in number of grains per inflorescence,pollen in µg/flower/day ,pollen in µL/flower/day ,pollen in µL/inflorescence/day ,yearly pollen yield in number of grains per m^2 of the  crown,yearly pollen yield in g per 1 m^3 of the tree crown
Cistus creticus,Cistaceae,Cistus,pollen data collected in nature,natural phytocenosis (Mediterranean/phrygana),"Petanidou, unpublished",,,,,,,,,,,,,Europe,Greece,Lesvos/Charamida,39.02,26.55,26.55,12,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276,,,,,,,,,,,
Cistus ladanifer,Cistaceae,Cistus,,field experiment,Talavera et al. 1993,https://link.springer.com/article/10.1007/BF00940792,,,,,"Talavera, S., Gibbs, P.E., Herrera, J. 1993. Reproductive biology of Cistus ladanifer (Cistaceae). Plan Systematics and Evolution. 186, pp. 123-134.",,,,,,,Europe,Spain,Hinojos,-6.38,37.29,37.29,100,1991,16.2,,,,,,,,,,,,,563,,,,,,,,,,,,,74,136,,,63,,,,,,,,,,,,,,1,,43.9,,,,34,18000,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus libanotis,Cistaceae,Cistus,,natural phytocenosis (Mediterranean),Herrera 1986,https://link.springer.com/article/10.1007/BF00045059,,,,,"Herrera, J. 1986. Flowering and fruiting phenology in the coastal shrublands of Donana, south Spain. Vegetatio. 68, pp. 91-98.",,,,,,"Halimio halimifolii-Stauracanthetum genistoidis, Erico scopariae-Ulicetum australis, Erico ciliaris-Ulicetum (minoris) lusitanici",Europe,Spain,Do?ana National Park,-6.44,37.03,37.03,,1982-1984,16,7.5,,,,,,21.6,,,,,,537,,,,,,,,,,,,,105,147,126,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus libanotis,Cistaceae,Cistus,,natural phytocenosis (Mediterranean),Herrera 1987,https://www.jstor.org/stable/2399263?seq=1,Herrera 1988,https://www.jstor.org/stable/2260469?seq=1,,,"Herrera, J. 1987. Flower and fruit biology in southern Spanish Mediterranean shrublands. Annals of the Missouri Botanical Garden. 74, pp. 69-78. AND Herrera, J. 1988. Pollination relationships in southern Spanish Mediterranean shrublands. Journal of Ecology. 76, pp. 274-287.",,,,,,,Europe,Spain,Do?ana National Park,-6.44,37.03,37.03,30,1982-1984,16,9.8,,,,,,24.6,,,,,,537,,,,,,,,,,,,,,,124,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,,,,,,,,,
Cistus parviflorus,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou & Smets 1995,https://www.apidologie.org/articles/apido/abs/1995/01/Apidologie_0044-8435_1995_26_1_ART0006/Apidologie_0044-8435_1995_26_1_ART0006.html,,,,,"Petanidou, T. Smets, E. 1995. The potential of marginal lands for bees and apiculture: nectar secretion in Mediterranean shrublands. 26, pp. 39-52.",,,,,,,Europe,Greece,Daphni,23.63,38,38,175,1992-1994,22.3,,,,,,,,,,,,,370,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,0.05,,,,66.36,42,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus parviflorus,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou 2005,https://link.springer.com/article/10.1007/s10886-005-4248-y,,,,,"Petanidou, T. 2005. Sugars in Mediterranean floral nectars: An ecological and evolutionary approach. Journal of Chemical Ecology. 31, pp. 1065-1088.",,,,,,,Europe,Greece,Daphni,23.63,38,38,175,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus parviflorus,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou et al. 1995c,https://www.semanticscholar.org/paper/Constraints-on-flowering-phenology-in-a-phryganic-Petanidou-Ellis/1efae532e33460db1f31cd5c0729de298e6935a5,,,,,"Petanidou, T., Ellis, W. N., Margaris, N. S., Vokou, D. 1995. Contraints on flowering phenology in a phryganic (East Mediterranean shrub) community. American Journal of Botany. 82, pp. 607-620.",,,,,,,Europe,Greece,Daphni,23.63,38,38,175,1983-1987,22.3,,,,,,,,,,,,,326.8,,,,,,,,,,,,,94,156,,,63,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus parviflorus,Cistaceae,Cistus,,botanical garden,Petanidou et al. 2006,https://onlinelibrary.wiley.com/doi/full/10.1111/j.2006.0030-1299.14487.x,,,,,"Petanidou, T., Van Laere, A., Ellis, N., Smets, E. 2006. What shapes amino acid and sugar composition in Mediterranean floral nectars? Oikos. 115, pp. 155-169.",,,,,,,Europe,Greece,Athens University,23.7,38,38,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,"population ""El Pozo""",field experiment,Arista & Ortiz 2007,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2745.2007.01276.x,,,,,"Arista, M., Ortiz, P. 2007. Differential gender selection on floral size: an experimental approach using Cistus salvifolius. Journal of Ecology. 95, pp. 973-982.",,,,,,,Europe,Spain ,Huelva area,-6.95,37.26,37.26,85,2004,16.2,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,105846,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,"population ""El Membrillo""",field experiment,Arista & Ortiz 2007,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2745.2007.01276.x,,,,,"Arista, M., Ortiz, P. 2007. Differential gender selection on floral size: an experimental approach using Cistus salvifolius. Journal of Ecology. 95, pp. 973-982.",,,,,,,Europe,Spain ,Huelva area,-6.95,37.26,37.26,85,2004,16.2,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,109536,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,"population ""Pasa la Zorra""",field experiment,Arista & Ortiz 2007,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2745.2007.01276.x,,,,,"Arista, M., Ortiz, P. 2007. Differential gender selection on floral size: an experimental approach using Cistus salvifolius. Journal of Ecology. 95, pp. 973-982.",,,,,,,Europe,Spain ,Huelva area,-6.95,37.26,37.26,85,2004,16.2,,,,,,,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,113870,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean),Herrera 1986,https://link.springer.com/article/10.1007/BF00045059,,,,,"Herrera, J. 1986. Flowering and fruiting phenology in the coastal shrublands of Donana, south Spain. Vegetatio. 68, pp. 91-98.",,,,,,"Halimio halimifolii-Stauracanthetum genistoidis, Erico scopariae-Ulicetum australis, Erico ciliaris-Ulicetum (minoris) lusitanici",Europe,Spain,Do?ana National Park,-6.44,37.03,37.03,,1982-1984,16,7.5,,,,,,21.6,,,,,,537,,,,,,,,,,,,,86,120,99,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean),Herrera 1987,https://www.jstor.org/stable/2399263?seq=1,Herrera 1988,https://www.jstor.org/stable/2260469?seq=1,,,"Herrera, J. 1987. Flower and fruit biology in southern Spanish Mediterranean shrublands. Annals of the Missouri Botanical Garden. 74, pp. 69-78. AND Herrera, J. 1988. Pollination relationships in southern Spanish Mediterranean shrublands. Journal of Ecology. 76, pp. 274-287.",,,,,,,Europe,Spain,Do?ana National Park,-6.44,37.03,37.03,30,1982-1984,16,9.8,,,,,,24.6,,,,,,537,,,,,,,,,,,,,,,96,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106000,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean),Herrera 1992,https://link.springer.com/article/10.1007/BF00937600,,,,,"Herrera, J. 1992. Flower variation and breeding systems in the Cistaceae. Plant Systematics and Evolution. 179, pp. 245-256.",,,,,,,Europe,Spain,Do?ana National Park,-6.44,37.03,37.03,,1985-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103760,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou & Smets 1995,https://www.apidologie.org/articles/apido/abs/1995/01/Apidologie_0044-8435_1995_26_1_ART0006/Apidologie_0044-8435_1995_26_1_ART0006.html,,,,,"Petanidou, T. Smets, E. 1995. The potential of marginal lands for bees and apiculture: nectar secretion in Mediterranean shrublands. 26, pp. 39-52.",,,,,,,Europe,Greece,Daphni,23.63,38,38,175,1992-1994,22.3,,,,,,,,,,,,,370,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,0.02,,,,56.32,13,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou 2005,https://link.springer.com/article/10.1007/s10886-005-4248-y,,,,,"Petanidou, T. 2005. Sugars in Mediterranean floral nectars: An ecological and evolutionary approach. Journal of Chemical Ecology. 31, pp. 1065-1088.",,,,,,,Europe,Greece,Daphni,23.63,38,38,175,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,natural phytocenosis (Mediterranean/phrygana),Petanidou et al. 1995c,https://www.semanticscholar.org/paper/Constraints-on-flowering-phenology-in-a-phryganic-Petanidou-Ellis/1efae532e33460db1f31cd5c0729de298e6935a5,,,,,"Petanidou, T., Ellis, W. N., Margaris, N. S., Vokou, D. 1995. Contraints on flowering phenology in a phryganic (East Mediterranean shrub) community. American Journal of Botany. 82, pp. 607-620.",,,,,,,Europe,Greece,Daphni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,124,,,41,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salvifolius,Cistaceae,Cistus,,botanical garden,Petanidou et al. 2006,https://onlinelibrary.wiley.com/doi/full/10.1111/j.2006.0030-1299.14487.x,,,,,"Petanidou, T., Van Laere, A., Ellis, N., Smets, E. 2006. What shapes amino acid and sugar composition in Mediterranean floral nectars? Oikos. 115, pp. 155-169.",,,,,,,Europe,Greece,Athens University,23.7,38,38,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cistus salviifolius,Cistaceae,Cistus,pollen data collected in nature,natural phytocenosis (Mediterranean/phrygana),"Petanidou, unpublished",,,,,,,,,,,,,Europe,Greece,Lesvos/Charamida,39.02,26.55,26.55,12,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.9,,,,,,,,,,,
Citrullus lanatus,Cucurbitaceae,Citrullus,collected from 38 publications and the existed databases,unknown,Ion et al. 2018,https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en,,,,,"Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.",,,,,,,Europe,Romania,,24.8,45.6,45.6,,1942-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
Citrullus lanatus,Cucurbitaceae,Citrullus,collected from 38 publications and the existed databases,unknown,Ion et al. 2018,https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en,,,,,"Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.",,,,,,,Europe,Romania,,24.8,45.6,45.6,,1942-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
Claytonia virginica,Montiaceae,Claytonia,,natural phytocenosis (forest),Schemske et al. 1978,https://www.jstor.org/stable/1936379?seq=1,,,,,"Schemske, D.W., Willson, M.F., Melampy, M.N., Miller, M.J., Verner, L., Schemske, K.M., Best, L.B. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology. 59, pp. 351-366.",,,,,,,North America,USA,"Brownfieldwoods, Urbana",-88.16,40.15,40.15,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,87,133,118,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claytonia virginica,Montiaceae,Claytonia,,natural phytocenosis (forest),Schemske et al. 1978,https://www.jstor.org/stable/1936379?seq=1,,,,,"Schemske, D.W., Willson, M.F., Melampy, M.N., Miller, M.J., Verner, L., Schemske, K.M., Best, L.B. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology. 59, pp. 351-366.",,,,,,,North America,USA,"Brownfieldwoods, Urbana",-88.16,40.15,40.15,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,73,122,103,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claytonia virginica,Montiaceae,Claytonia,,natural phytocenosis (forest),Schemske et al. 1978,https://www.jstor.org/stable/1936379?seq=1,,,,,"Schemske, D.W., Willson, M.F., Melampy, M.N., Miller, M.J., Verner, L., Schemske, K.M., Best, L.B. 1978. Flowering Ecology of Some Spring Woodland Herbs. Ecology. 59, pp. 351-366.",,,,,,,North America,USA,"Brownfieldwoods, Urbana",-88.16,40.15,40.15,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,73,125,106,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clematis vitalba,Ranunculaceae,Clematis,population 2,urban green area,Baude et al. 2015a,https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934,Baude et al. 2015b,https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c,,,"Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,,,,,,,,,,,,,,122.47,,,,,,,,17.74,,,,,,,,,,,,,,,,,,,,,
Clematis vitalba,Ranunculaceae,Clematis,population 1,urban green area,Baude et al. 2015a,https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934,Baude et al. 2015b,https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c,,,"Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,,,,,,,,,,,,,,176.99,,,,,,,,17.74,,,,,,,,,,,,,,,,,,,,,
Clematis vitalba,Ranunculaceae,Clematis,modelled values,modelled,Baude et al. 2016,https://www.nature.com/articles/nature16532,,,,,"Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.",,,,,,,Europe,United Kingdom,Bristol area,-2.59,51.45,51.45,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,182,243,212,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleome viscosa,Cleomaceae,Cleome,,natural phytocenosis (various or unknown phytocenoses),Mondal & Mandal 1998,https://www.jstor.org/stable/24101098?seq=1#metadata_info_tab_contents,,,,,"Mondal, A. K., Mandal, S. 1998. Pollen production in some terrestrial angiosperms. Current Science. 74, pp. 906-910.",,,,,,,Asia,India,"Burdwan, West Bengal",87.9,23.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712,,,,,,,,,
Clerodendrum indicum,Lamiaceae,Clerodendrum,,natural phytocenosis (various or unknown phytocenoses),Mondal & Mandal 1998,https://www.jstor.org/stable/24101098?seq=1#metadata_info_tab_contents,,,,,"Mondal, A. K., Mandal, S. 1998. Pollen production in some terrestrial angiosperms. Current Science. 74, pp. 906-910.",,,,,,,Asia,India,"Burdwan, West Bengal",87.9,23.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44548,,,,,,,,,
Clerodendrum japonicum,Lamiaceae,Clerodendrum,,natural phytocenosis (various or unknown phytocenoses),Mondal & Mandal 1998,https://www.jstor.org/stable/24101098?seq=1#metadata_info_tab_contents,,,,,"Mondal, A. K., Mandal, S. 1998. Pollen production in some terrestrial angiosperms. Current Science. 74, pp. 906-910.",,,,,,,Asia,India,"Burdwan, West Bengal",87.9,23.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36388,,,,,,,,,
Cocos nucifera,Arecaceae,Cocos,,natural phytocenosis (various or unknown phytocenoses),Subba Reddi & Reddi 1986,https://www.tandfonline.com/doi/abs/10.1080/00173138609429933,,,,,"Subba Reddi, B., Reddi, N. 1986. Pollen production in some anemophilous angiosperms. Grana. 25, pp. 55-61.",,,,,,,Asia,India,Visakhapatnam,82.3,17.7,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52950,,,,,,,,,
Codonopsis lanceolata,Campanulaceae,Codonopsis,,field experiment,Sim et al. 2014,http://journal.bee.or.kr/_common/do.php?a=full&b=12&bidx=286&aidx=3501,,,,,"Sim, H., Lee, M., Choi, Y., Kim, H., Hong, I., Woo, S., Byeon, K., Lee, M., Baik, W., Oh, Y., Kim, S. 2014. Nectar secretion characteristics of few medicinal herb plants in Korea. Journal of Apiculture. 29, pp. 293-297.",,,,,,,Asia,Korea,"National Academy of Agricultural Sciences, Iseo-myeon, Wanju-gun, Jeollabuk-do",127.04,35.83,35.83,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colchicum autumnale,Colchicaceae,Colchicum,collected from 38 publications and the existed databases,unknown,Ion et al. 2018,https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en,,,,,"Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.",,,,,,,Europe,Romania,,24.8,45.6,45.6,,1942-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,
Colchicum autumnale,Colchicaceae,Colchicum,,field experiment,Jabloński & Kołtowski 1993,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bcf7400e-104b-4487-be8e-34985345ad2b?q=bwmeta1.element.agro-volume-4ed13d57-8234-4fcf-bb92-c2a33ef49d17;7&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B., Kołtowski, Z. 1993. Nektarowanie i wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część VIII [Nectar secretion and honey efficiency of important honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 37, pp. 81-87.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,245,293,,,49,25,,200,,,,,,,,,,,,,,,,,33.1,4094,,,,,,,8,,,,,,,,,,,,,,,,,,
Colchicum autumnale,Colchicaceae,Colchicum,,field experiment,Jabloński & Kołtowski 1993,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bcf7400e-104b-4487-be8e-34985345ad2b?q=bwmeta1.element.agro-volume-4ed13d57-8234-4fcf-bb92-c2a33ef49d17;7&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B., Kołtowski, Z. 1993. Nektarowanie i wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część VIII [Nectar secretion and honey efficiency of important honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 37, pp. 81-87.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,259,289,,,31,75,,800,,,,,,,,,,,,,,,,,53.4,2873,,,,,,,29,,,,,,,,,,,,,,,,,,
Colchicum autumnale,Colchicaceae,Colchicum,,field experiment,Jabloński & Kołtowski 1993,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bcf7400e-104b-4487-be8e-34985345ad2b?q=bwmeta1.element.agro-volume-4ed13d57-8234-4fcf-bb92-c2a33ef49d17;7&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B., Kołtowski, Z. 1993. Nektarowanie i wydajność miodowa ważniejszych roślin miododajnych w warunkach Polski. Część VIII [Nectar secretion and honey efficiency of important honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 37, pp. 81-87.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,248,289,,,42,110,,700,,,,,,,,,,,,,,,,,51.3,3550,,,,,,,31,,,,,,,,,,,,,,,,,,
Colutea arborescens,Fabaceae,Colutea,,urban green area,Galloni et al. 2007,https://link.springer.com/article/10.1007/s00606-007-0526-1,,,,,"Galloni, M., Podda, L., Vivarelli, D., Cristofolini, G. 2007. Pollen presentation, pollen-ovule ratios, and other reproductive traits in Mediterranean Legumes (Fam. Fabaceae - Subfam. Faboideae). Plant Systematics and Evolution. 266, pp. 147-164.",,,,,,,Europe,Italy,San Lazzaro di Savena/Bologna,11.42,44.5,44.47,,"2003, 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,,,,,,,,,
Colutea arborescens,Fabaceae,Colutea,,field experiment,Jabłoński & Kołtowski 2000,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bb5574fd-d5d5-45c5-b7b7-5762cbd22c1b?q=bwmeta1.element.agro-number-65f1b857-9481-4897-9be2-a51344ddb9db;15&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B. Kołtowski, Z. 2000. Nektarowanie i wydajność miodowa roślin miododajnych w Polsce. Część XI [The nectar secretion and sugar efficiency of honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 44, pp. 205-211.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,154,196,,,43,0.25,,,,,,5400,,,,,,,,,,,,,51.5,3652,,,,49.2,19.7,,62,,,,,,,,,,,,,,,,,,
Colutea arborescens,Fabaceae,Colutea,,field experiment,Jabłoński & Kołtowski 2000,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bb5574fd-d5d5-45c5-b7b7-5762cbd22c1b?q=bwmeta1.element.agro-number-65f1b857-9481-4897-9be2-a51344ddb9db;15&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B. Kołtowski, Z. 2000. Nektarowanie i wydajność miodowa roślin miododajnych w Polsce. Część XI [The nectar secretion and sugar efficiency of honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 44, pp. 205-211.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,162,202,,,41,0.25,,,,,,7000,,,,,,,,,,,,,46,3484,,,,61,24.4,,76,,,,,,,,,,,,,,,,,,
Colutea arborescens,Fabaceae,Colutea,,field experiment,Jabłoński & Kołtowski 2000,http://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-bb5574fd-d5d5-45c5-b7b7-5762cbd22c1b?q=bwmeta1.element.agro-number-65f1b857-9481-4897-9be2-a51344ddb9db;15&qt=CHILDREN-STATELESS,,,,,"Jabłoński, B. Kołtowski, Z. 2000. Nektarowanie i wydajność miodowa roślin miododajnych w Polsce. Część XI [The nectar secretion and sugar efficiency of honey plants growing under Poland's conditions]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 44, pp. 205-211.",,,,,,,Europe,Poland,Puławy,22,51.4,51.4,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,160,198,,,39,0.25,,,,,,9400,,,,,,,,,,,,,54.5,4224,,,,99.3,39.7,,124,,,,,,,,,,,,,,,,,,
